,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
399,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,203869,204774,-,,,,,,,SY84_01020,906,,
401,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,204774,205919,-,,,,,sucC,,SY84_01025,1146,,
403,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,206115,207164,+,,,,,,,SY84_01030,1050,,
405,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,207161,207670,+,,,,,,,SY84_01035,510,,
407,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,207765,208223,+,,,,,,,SY84_01040,459,,
409,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,208392,210203,-,,,,,,,SY84_01045,1812,,
411,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,210314,211483,+,,,,,,,SY84_01050,1170,,
413,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,211542,212945,-,,,,,,,SY84_01055,1404,,
415,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,213441,213890,+,,,,,,,SY84_01060,450,,
417,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,214056,214457,+,,,,,,,SY84_01065,402,,
419,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,214454,215170,+,,,,,,,SY84_01070,717,,
421,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,215172,217424,+,,,,,,,SY84_01075,2253,,
423,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,217418,217753,-,,,,,,,SY84_01080,336,,
425,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,218053,218589,+,,,,,,,SY84_01085,537,,
427,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,218770,219762,+,,,,,,,SY84_01090,993,,
429,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,219842,221014,+,,,,,pgk,,SY84_01095,1173,,
431,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,221334,222128,+,,,,hypothetical protein,,,SY84_01100,795,,pseudo
432,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,222130,222861,+,,,,,,,SY84_01105,732,,
434,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,223097,224134,-,,,,,,,SY84_01110,1038,,
436,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,224331,226037,+,,,,,,,SY84_01115,1707,,
438,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,226105,227277,-,,,,,,,SY84_01120,1173,,
440,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,227335,227580,-,,,,,,,SY84_01125,246,,
442,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,227603,228604,-,,,,,,,SY84_01130,1002,,
444,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,228910,230244,+,,,,,,,SY84_01135,1335,,
446,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,230237,230680,+,,,,,,,SY84_01140,444,,
448,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,230934,232106,+,,,,,,,SY84_01145,1173,,
450,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,232288,233040,+,,,,,,,SY84_01150,753,,
452,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,233216,234013,+,,,,,,,SY84_01155,798,,
454,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,234087,235223,-,,,,,,,SY84_01160,1137,,
456,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,235356,237572,-,,,,,,,SY84_01165,2217,,
458,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,237682,238605,+,,,,,,,SY84_01170,924,,
460,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,238818,241835,+,,,,,,,SY84_01175,3018,,
462,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,241864,242367,+,,,,,,,SY84_01180,504,,
464,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,242415,243212,+,,,,,,,SY84_01185,798,,
466,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,243282,245837,-,,,,,,,SY84_01190,2556,,
468,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,245950,246483,-,,,,,,,SY84_01195,534,,
470,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,246500,247309,-,,,,,,,SY84_01200,810,,
472,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,247368,248720,-,,,,,,,SY84_01205,1353,,
474,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,248823,249341,+,,,,,,,SY84_01210,519,,
476,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,249558,250634,-,,,,,,,SY84_01215,1077,,
478,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,250631,251452,-,,,,,,,SY84_01220,822,,
480,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,251494,251859,-,,,,,,,SY84_01225,366,,
482,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,252049,252852,+,,,,,,,SY84_01230,804,,
484,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,252849,256160,+,,,,,,,SY84_01235,3312,,
486,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,256157,257458,+,,,,,,,SY84_01240,1302,,
488,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,257463,257861,+,,,,,,,SY84_01245,399,,
490,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,258053,258931,+,,,,,,,SY84_01250,879,,
492,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,259368,260945,+,,,,,,,SY84_01255,1578,,
494,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,260963,261310,-,,,,,,,SY84_01260,348,,
496,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,261354,261854,+,,,,,,,SY84_01265,501,,
498,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,261890,263194,+,,,,,,,SY84_01270,1305,,
500,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,263256,264266,-,,,,,,,SY84_01275,1011,,
502,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,264386,264985,-,,,,,,,SY84_01280,600,,
504,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,264982,266730,-,,,,,,,SY84_01285,1749,,
506,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,267018,268721,-,,,,,,,SY84_01290,1704,,
508,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,269084,270334,-,,,,,,,SY84_01295,1251,,
510,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,270579,271445,-,,,,,,,SY84_01300,867,,
512,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,271466,272089,-,,,,,,,SY84_01305,624,,
514,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,272086,272706,-,,,,,,,SY84_01310,621,,
516,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,272840,273307,-,,,,,,,SY84_01315,468,,
518,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,273406,274842,+,,,,,,,SY84_01320,1437,,
520,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,274851,275219,+,,,,,,,SY84_01325,369,,
522,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,275311,275643,+,,,,,,,SY84_01330,333,,
524,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,275640,276803,+,,,,,,,SY84_01335,1164,,
526,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,276800,277606,+,,,,,,,SY84_01340,807,,
528,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,277664,278221,-,,,,,,,SY84_01345,558,,
530,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,278314,279816,-,,,,,,,SY84_01350,1503,,
532,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,280089,281393,-,,,,,,,SY84_01355,1305,,
534,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,281516,282835,-,,,,,,,SY84_01360,1320,,
536,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,283005,283688,+,,,,,,,SY84_01365,684,,
538,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,283822,284685,+,,,,,,,SY84_01370,864,,
540,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,284817,286223,+,,,,,,,SY84_01375,1407,,
542,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,286362,286610,+,,,,,,,SY84_01380,249,,
544,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,286720,287175,-,,,,,,,SY84_01385,456,,
546,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,287159,288049,-,,,,,,,SY84_01390,891,,
548,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,288046,288537,-,,,,,,,SY84_01395,492,,
550,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,288534,288884,-,,,,,,,SY84_01400,351,,
552,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,288953,290974,-,,,,,,,SY84_01405,2022,,
554,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,291205,292302,+,,,,,,,SY84_01410,1098,,
556,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,292565,293665,-,,,,,,,SY84_01415,1101,,
558,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,293740,295371,-,,,,,,,SY84_01420,1632,,
560,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,295564,296706,+,,,,hypothetical protein,,,SY84_01425,1143,,pseudo
561,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,297096,298685,+,,,,,,,SY84_01430,1590,,
563,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,298757,299275,-,,,,,,,SY84_01435,519,,
565,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,299343,299918,-,,,,,,,SY84_01440,576,,
567,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,300189,300533,+,,,,,,,SY84_01445,345,,
569,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,300672,301430,+,,,,,,,SY84_01450,759,,
571,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,301495,303534,+,,,,,,,SY84_01455,2040,,
573,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,303527,305023,+,,,,,,,SY84_01460,1497,,
575,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,305020,306150,+,,,,,,,SY84_01465,1131,,
577,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,306147,307190,+,,,,,,,SY84_01470,1044,,
579,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,307250,307672,+,,,,,,,SY84_01475,423,,
581,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,307745,308215,+,,,,,,,SY84_01480,471,,
583,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,308219,308668,-,,,,,,,SY84_01485,450,,
585,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,308685,309086,-,,,,,,,SY84_01490,402,,
587,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,309083,310306,-,,,,,ispG,,SY84_01495,1224,,
589,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,310353,310949,-,,,,,,,SY84_01500,597,,
591,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,310976,311269,+,,,,,,,SY84_01505,294,,
593,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,311266,311883,+,,,,hypothetical protein,,,SY84_01510,618,,pseudo
594,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,312270,312494,+,,,,,,,SY84_01515,225,,
596,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,313071,313544,-,,,,,,,SY84_01520,474,,
598,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,313568,313945,-,,,,,,,SY84_01525,378,,
600,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,314187,314702,-,,,,hypothetical protein,,,SY84_01530,516,,pseudo
601,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,314689,315042,-,,,,,,,SY84_01535,354,,
603,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,315039,315398,-,,,,,,,SY84_01540,360,,
605,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,315663,316109,+,,,,,,,SY84_01545,447,,
607,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,316446,316811,-,,,,,,,SY84_01550,366,,
609,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,316808,317269,-,,,,,,,SY84_01555,462,,
611,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,317269,317619,-,,,,,,,SY84_01560,351,,
613,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,317803,318051,+,,,,,,,SY84_01565,249,,
615,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,318257,318676,-,,,,,,,SY84_01570,420,,
617,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,318664,322416,-,,,,,,,SY84_01575,3753,,
619,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,323163,325106,-,,,,,,,SY84_01580,1944,,
621,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,325706,326755,-,,,,,,,SY84_01585,1050,,
623,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,327908,328363,-,,,,,,,SY84_01590,456,,
625,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,328405,328626,-,,,,,,,SY84_01595,222,,
627,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,328668,329087,-,,,,,,,SY84_01600,420,,
629,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,329167,329832,-,,,,,,,SY84_01605,666,,
631,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,329985,330269,-,,,,hypothetical protein,,,SY84_01610,285,,pseudo
632,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,330269,330631,-,,,,,,,SY84_01615,363,,
634,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,330628,331092,-,,,,,,,SY84_01620,465,,
636,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,331095,331871,-,,,,,,,SY84_01625,777,,
638,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,332087,333187,-,,,,,,,SY84_01630,1101,,
640,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,333270,333698,-,,,,,,,SY84_01635,429,,
642,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,334689,335249,-,,,,hypothetical protein,,,SY84_01640,561,,pseudo
643,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,335559,336893,-,,,,,,,SY84_01645,1335,,
645,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,336986,338389,-,,,,,,,SY84_01650,1404,,
647,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,338502,339293,-,,,,,,,SY84_01655,792,,
649,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,339726,339986,+,,,,,,,SY84_01660,261,,
651,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,340062,340964,-,,,,,,,SY84_01665,903,,
653,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,341424,341849,-,,,,,,,SY84_01670,426,,
655,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,342280,342531,+,,,,,,,SY84_01675,252,,
657,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,342621,342884,+,,,,,,,SY84_01680,264,,
659,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,343190,343483,+,,,,,,,SY84_01685,294,,
661,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,343624,344445,-,,,,,,,SY84_01690,822,,
663,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,344558,344899,+,,,,,,,SY84_01695,342,,
665,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,344940,345782,-,,,,,,,SY84_01700,843,,
667,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,345803,346012,-,,,,,,,SY84_01705,210,,
669,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,346518,347126,+,,,,,,,SY84_01710,609,,
671,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,347789,348838,-,,,,,,,SY84_01715,1050,,
673,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,349282,349824,+,,,,,,,SY84_01720,543,,
675,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,350330,350785,-,,,,hypothetical protein,,,SY84_01725,456,,pseudo
676,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,350987,351520,-,,,,,,,SY84_01730,534,,
678,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,351810,352964,+,,,,,,,SY84_01735,1155,,
680,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,353010,353084,-,,,,,,,SY84_01740,75,,
682,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,353297,353752,+,,,,,,,SY84_01745,456,,
684,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,353807,354991,+,,,,,nusA,,SY84_01750,1185,,
686,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,354995,355285,+,,,,,,,SY84_01755,291,,
688,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,355316,357160,+,,,,,,,SY84_01760,1845,,
690,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,357349,357825,-,,,,hypothetical protein,,,SY84_01765,477,,pseudo
691,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,357960,358301,+,,,,,,,SY84_01770,342,,
693,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,358355,360643,+,,,,,,,SY84_01775,2289,,
695,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,360797,361813,+,,,,,,,SY84_01780,1017,,
697,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,361915,362757,-,,,,,,,SY84_01785,843,,
699,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,363005,363727,-,,,,,,,SY84_01790,723,,
701,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,363938,365581,-,,,,,,,SY84_01795,1644,,
703,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,365831,366454,+,,,,,,,SY84_01800,624,,
705,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,366514,367857,-,,,,,asnC,,SY84_01805,1344,,
707,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,367934,369217,+,,,,,,,SY84_01810,1284,,
709,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,369316,369618,+,,,,,,,SY84_01815,303,,
711,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,369615,370175,+,,,,,,,SY84_01820,561,,
713,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,370172,370711,+,,,,,,,SY84_01825,540,,
715,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,370708,371184,+,,,,,,,SY84_01830,477,,
717,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,371181,371396,+,,,,,,,SY84_01835,216,,
719,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,371445,371684,+,,,,,,,SY84_01840,240,,
721,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,371742,372635,-,,,,,,,SY84_01845,894,,
723,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,372781,372963,+,,,,,,,SY84_01850,183,,
725,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,373074,373370,+,,,,hypothetical protein,,,SY84_01855,297,,pseudo
726,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,373494,374996,-,,,,,,,SY84_01860,1503,,
728,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,375050,376249,-,,,,,,,SY84_01865,1200,,
730,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,376246,377184,-,,,,,,,SY84_01870,939,,
732,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,377181,377726,-,,,,,,,SY84_01875,546,,
