# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	110700	111437	-	ANE42493.1			16S rRNA methyltransferase			SU48_00515	738	245	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	111434	111835	-							SU48_00520	402		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	111434	111835	-	ANE42494.1			hypothetical protein			SU48_00520	402	133	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	111934	113739	-							SU48_00525	1806		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	111934	113739	-	ANE42495.1			tRNA uridine 5-carboxymethylaminomethyl modification protein			SU48_00525	1806	601	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	113836	115437	+							SU48_00530	1602		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	113836	115437	+	ANE42496.1			aminotransferase			SU48_00530	1602	533	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	115966	117120	+							SU48_00535	1155		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	115966	117120	+	ANE42497.1			2-oxoisovalerate dehydrogenase			SU48_00535	1155	384	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	117117	118130	+							SU48_00540	1014		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	117117	118130	+	ANE42498.1			2-oxoisovalerate dehydrogenase			SU48_00540	1014	337	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	118163	118396	+							SU48_00545	234		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	118163	118396	+	ANE42499.1			hypothetical protein			SU48_00545	234	77	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	118471	120015	+							SU48_00550	1545		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	118471	120015	+	ANE42500.1			branched-chain alpha-keto acid dehydrogenase subunit E2			SU48_00550	1545	514	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	120131	121045	-							SU48_00555	915		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	120131	121045	-	ANE42501.1			short-chain dehydrogenase			SU48_00555	915	304	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	121193	123142	-							SU48_00560	1950		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	121193	123142	-	ANE44668.1			transketolase			SU48_00560	1950	649	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	123298	124203	-							SU48_00565	906		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	123298	124203	-	ANE42502.1			pyridoxamine kinase			SU48_00565	906	301	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	124255	124869	-							SU48_00570	615		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	124255	124869	-	ANE42503.1			transposase			SU48_00570	615	204	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	124890	125360	-							SU48_00575	471		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	124890	125360	-	ANE42504.1			transposase			SU48_00575	471	156	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	125409	126305	-							SU48_00580	897		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	125409	126305	-	ANE42505.1			peptidoglycan-binding protein			SU48_00580	897	298	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	126433	127125	+							SU48_00585	693		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	126433	127125	+	ANE42506.1			hypothetical protein			SU48_00585	693	230	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	127210	129045	-							SU48_00590	1836		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	127210	129045	-	ANE42507.1			acyl-CoA dehydrogenase			SU48_00590	1836	611	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	129359	130054	+							SU48_00595	696		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	129359	130054	+	ANE42508.1			transcriptional regulator			SU48_00595	696	231	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	130063	130605	+							SU48_00600	543		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	130063	130605	+	ANE42509.1			acetyltransferase			SU48_00600	543	180	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	130684	132504	-							SU48_00605	1821		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	130684	132504	-	ANE42510.1			glutamine amidotransferase			SU48_00605	1821	606	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	133124	133390	+							SU48_00610	267		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	133124	133390	+	ANE42511.1			FmdB family transcriptional regulator			SU48_00610	267	88	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	133492	134613	+							SU48_00615	1122		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	133492	134613	+	ANE44669.1			serine protease			SU48_00615	1122	373	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	134700	135311	+							SU48_00620	612		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	134700	135311	+	ANE42512.1			deoxyguanosine kinase			SU48_00620	612	203	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	135416	136039	+							SU48_00625	624		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	135416	136039	+	ANE42513.1			deoxyguanosine kinase			SU48_00625	624	207	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	136052	136531	+							SU48_00630	480		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	136052	136531	+	ANE42514.1			hypothetical protein			SU48_00630	480	159	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	136579	138054	+							SU48_00635	1476		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	136579	138054	+	ANE42515.1			UDP-N-acetylmuramyl peptide synthase			SU48_00635	1476	491	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	138107	140173	+							SU48_00640	2067		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	138107	140173	+	ANE42516.1			hypothetical protein			SU48_00640	2067	688	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	140221	141102	+							SU48_00645	882		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	140221	141102	+	ANE44670.1			hypothetical protein			SU48_00645	882	293	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	141171	141614	+				hypothetical protein			SU48_00650	444		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	141715	142410	+							SU48_00655	696		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	141715	142410	+	ANE42517.1			hypothetical protein			SU48_00655	696	231	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	142450	143037	+							SU48_00660	588		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	142450	143037	+	ANE42518.1			molybdenum cofactor biosysynthesis protein			SU48_00660	588	195	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	143078	143683	+							SU48_00665	606		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	143078	143683	+	ANE42519.1			hypothetical protein			SU48_00665	606	201	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	143725	144411	+							SU48_00670	687		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	143725	144411	+	ANE44671.1			SAM-dependent methyltransferase			SU48_00670	687	228	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	144739	145308	+							SU48_00675	570		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	144739	145308	+	ANE42520.1			acetyltransferase			SU48_00675	570	189	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	145509	147215	+							SU48_00680	1707		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	145509	147215	+	ANE42521.1			oligoendopeptidase F			SU48_00680	1707	568	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	147288	148289	-							SU48_00685	1002		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	147288	148289	-	ANE42522.1			hypothetical protein			SU48_00685	1002	333	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	148753	149757	+							SU48_00690	1005		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	148753	149757	+	ANE42523.1			acetyltransferase			SU48_00690	1005	334	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	149889	150644	-							SU48_00695	756		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	149889	150644	-	ANE42524.1			hypothetical protein			SU48_00695	756	251	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	150685	151041	-							SU48_00700	357		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	150685	151041	-	ANE42525.1			hypothetical protein			SU48_00700	357	118	
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	151168	151244	-							SU48_00705	77		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	151168	151244	-				tRNA-Arg			SU48_00705	77		anticodon=CCT
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	151334	152725	-							SU48_00710	1392		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	151334	152725	-	ANE44672.1			dihydrolipoamide dehydrogenase			SU48_00710	1392	463	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	152953	154146	+							SU48_00715	1194		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	152953	154146	+	ANE44673.1			DNA/pantothenate metabolism flavoprotein			SU48_00715	1194	397	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	154197	154658	+							SU48_00720	462		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	154197	154658	+	ANE42526.1			arginine repressor			SU48_00720	462	153	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	154719	156308	-							SU48_00725	1590		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	154719	156308	-	ANE44674.1			histidine kinase			SU48_00725	1590	529	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	156420	157097	-							SU48_00730	678		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	156420	157097	-	ANE42527.1			transcriptional regulator			SU48_00730	678	225	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	157143	157754	-							SU48_00735	612		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	157143	157754	-	ANE42528.1			guanylate cyclase			SU48_00735	612	203	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158034	158486	-							SU48_00740	453		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158034	158486	-	ANE42529.1			hypothetical protein			SU48_00740	453	150	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158583	158903	-							SU48_00745	321		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158583	158903	-	ANE42530.1			hypothetical protein			SU48_00745	321	106	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158882	159769	-							SU48_00750	888		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	158882	159769	-	ANE42531.1			prenyltransferase			SU48_00750	888	295	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	160230	160610	-							SU48_00755	381		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	160230	160610	-	ANE42532.1			hypothetical protein			SU48_00755	381	126	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	160621	160938	-							SU48_00760	318		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	160621	160938	-	ANE42533.1			ArsR family transcriptional regulator			SU48_00760	318	105	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	161219	162613	+							SU48_00765	1395		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	161219	162613	+	ANE44675.1			isocitrate dehydrogenase			SU48_00765	1395	464	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	162724	163476	+							SU48_00770	753		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	162724	163476	+	ANE44676.1			carbonic anhydrase			SU48_00770	753	250	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	163473	163856	+							SU48_00775	384		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	163473	163856	+	ANE42534.1			hypothetical protein			SU48_00775	384	127	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	163866	164048	-							SU48_00780	183		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	163866	164048	-	ANE42535.1			50S ribosomal protein L32			SU48_00780	183	60	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	164241	164888	+							SU48_00785	648		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	164241	164888	+	ANE42536.1			membrane protein			SU48_00785	648	215	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	165300	166652	+							SU48_00790	1353		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	165300	166652	+	ANE42537.1			deoxyribodipyrimidine photolyase			SU48_00790	1353	450	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	166715	167392	+							SU48_00795	678		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	166715	167392	+	ANE42538.1			tRNA (guanine-N2)-dimethyltransferase			SU48_00795	678	225	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	167462	168694	+							SU48_00800	1233		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	167462	168694	+	ANE42539.1			phosphoglycerate mutase			SU48_00800	1233	410	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	168793	169938	-							SU48_00805	1146		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	168793	169938	-	ANE42540.1			coproporphyrinogen III oxidase			SU48_00805	1146	381	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	169989	170474	-							SU48_00810	486		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	169989	170474	-	ANE42541.1			hypothetical protein			SU48_00810	486	161	
gene	rRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	170855	172363	+							SU48_00815	1509		
rRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	170855	172363	+				16S ribosomal RNA			SU48_00815	1509		
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	172510	173016	-							SU48_00820	507		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	172510	173016	-	ANE44677.1			transcriptional regulator			SU48_00820	507	168	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	173317	174039	-							SU48_00825	723		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	173317	174039	-	ANE42542.1			ABC transporter			SU48_00825	723	240	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	174036	174995	-							SU48_00830	960		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	174036	174995	-	ANE42543.1			amino acid ABC transporter ATP-binding protein			SU48_00830	960	319	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	175045	176163	-							SU48_00835	1119		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	175045	176163	-	ANE42544.1			ABC transporter permease			SU48_00835	1119	372	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	176339	177241	-							SU48_00840	903		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	176339	177241	-	ANE42545.1			ABC transporter			SU48_00840	903	300	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	177552	177932	-							SU48_00845	381		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	177552	177932	-	ANE42546.1			DNA-binding protein			SU48_00845	381	126	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	178161	178910	-							SU48_00850	750		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	178161	178910	-	ANE42547.1			molybdopterin biosynthesis protein MoeB			SU48_00850	750	249	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	179134	180828	+							SU48_00855	1695		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	179134	180828	+	ANE42548.1			Dynamin family protein			SU48_00855	1695	564	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	180881	181486	-							SU48_00860	606		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	180881	181486	-	ANE42549.1			acetyltransferase			SU48_00860	606	201	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	181492	181923	-							SU48_00865	432		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	181492	181923	-	ANE44678.1			isopropylmalate/homocitrate/citramalate synthase			SU48_00865	432	143	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	182210	183760	+							SU48_00870	1551		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	182210	183760	+	ANE42550.1			hypothetical protein			SU48_00870	1551	516	
